3	17	6	3	4	1	5	4	9	5
6	16	3	3	4	5	9	2	3	2
19	45	9	5	4	3	6	3	8	4
13	29	6	1	2	2	3	3	6	3
1	72	8	3	3	2	8	4	9	3
13	58	6	3	5	3	6	1	6	2
9	91	10	2	2	3	6	1	7	3
19	39	8	4	3	3	8	3	8	4
12	73	8	2	3	3	2	2	2	3
16	51	7	3	4	3	7	2	8	2
17	22	5	4	3	3	9	4	9	3
1	29	8	4	4	2	9	4	6	3
13	84	6	1	1	1	4	2	5	4
2	66	5	4	1	3	6	4	9	4
11	70	4	2	2	1	5	4	9	4
1	59	8	3	3	3	8	4	10	3
11	93	6	5	3	4	7	4	9	4
2	40	7	3	3	2	7	3	8	4
14	9	5	4	4	1	9	4	3	4
1	10	9	2	2	1	9	3	4	2
3	51	4	5	1	2	6	5	6	3
9	88	5	5	4	4	7	4	4	4
12	26	2	4	2	3	2	1	8	1
19	21	5	4	5	2	5	3	10	5
8	85	4	2	5	4	7	2	6	2
6	70	3	1	2	2	4	5	9	3
10	8	8	4	3	5	3	3	8	3
10	5	6	3	4	4	6	2	3	4
4	31	9	2	4	3	2	3	3	1
17	81	6	3	3	4	5	5	6	4
10	89	7	4	4	4	4	4	3	2
19	9	6	3	4	2	8	4	5	3
17	18	4	3	4	3	7	3	8	4
20	47	5	5	4	5	6	3	5	3
14	91	9	2	2	2	7	3	8	4
15	10	6	5	4	4	4	2	5	4
18	82	8	3	3	4	6	4	5	5
12	31	3	5	2	5	10	2	10	4
5	89	6	2	2	4	9	3	5	4
1	69	4	3	2	1	5	2	3	3
13	14	2	1	2	1	9	3	2	4
14	15	9	4	2	3	2	2	7	4
17	33	5	4	4	4	8	5	5	3
11	88	6	4	4	4	5	4	5	4
5	43	4	4	5	5	8	1	4	2
14	67	4	5	4	3	4	4	3	4
7	17	5	1	2	5	8	3	3	4
5	33	7	2	2	3	6	2	7	5
4	76	8	3	3	3	6	3	7	3
20	84	7	3	2	2	8	3	9	2
20	25	7	2	4	3	7	3	6	4
1	84	8	3	3	5	7	5	7	2
10	94	9	2	3	3	3	3	10	4
14	62	6	4	4	2	8	4	10	4
16	53	10	4	3	3	5	2	5	2
10	75	6	3	4	2	7	5	8	4
11	97	5	3	5	4	4	4	4	3
5	87	8	4	2	5	7	1	5	1
9	75	8	2	4	2	7	4	8	4
3	96	4	3	4	3	8	2	8	3
7	90	9	1	3	3	6	4	5	4
6	33	3	5	5	4	7	4	4	2
15	48	4	1	4	4	2	2	8	3
10	1	6	5	3	3	10	3	6	1
7	21	8	5	3	2	6	4	7	4
10	4	5	5	4	4	5	4	8	5
11	50	5	2	2	3	7	4	4	3
10	6	9	3	2	3	4	5	7	3
16	49	9	3	5	3	6	3	4	5
14	18	9	2	4	1	9	2	8	3
16	34	6	2	4	2	7	2	3	4
17	66	7	4	3	5	9	4	6	3
7	7	4	5	1	3	9	5	2	5
19	62	6	3	5	3	9	5	7	3
20	19	10	4	3	3	4	2	8	3
14	13	7	5	4	4	2	2	4	1
10	16	7	4	4	4	6	2	4	1
5	55	6	5	1	5	7	2	10	4
15	95	8	3	4	5	8	4	5	4
17	58	8	5	3	3	8	2	9	4
18	3	9	4	4	3	7	3	5	5
13	37	2	1	3	1	2	5	3	4
15	7	2	4	2	3	7	3	1	3
16	59	7	5	4	3	5	1	3	1
19	95	3	5	2	4	5	4	9	4
13	46	3	2	2	3	10	3	8	1
14	49	8	2	4	2	7	4	4	4
5	10	7	1	1	2	9	3	7	1
7	64	5	3	4	4	5	4	4	5
4	69	2	2	3	2	3	1	4	2
8	8	9	4	3	3	5	4	9	3
9	98	9	2	3	4	5	5	2	5
2	41	9	2	3	2	9	3	9	2
15	25	3	5	5	2	4	1	6	2
15	50	5	5	1	3	4	2	2	2
19	44	5	2	3	2	7	4	4	2
10	37	6	2	5	2	3	4	4	4
6	77	9	4	4	3	4	2	7	3
10	95	4	5	2	4	7	5	10	5
17	57	8	2	4	2	8	2	6	3
14	16	3	3	3	3	6	3	3	1
4	99	8	2	4	3	10	4	8	2
16	83	8	3	2	5	5	2	3	3
8	80	5	3	2	1	7	3	10	4
7	79	8	5	5	2	6	2	2	3
9	64	2	3	4	4	5	3	4	4
12	74	5	4	1	2	8	2	4	2
14	63	7	4	1	4	9	4	4	3
18	84	7	4	4	2	8	4	10	2
17	31	7	4	3	3	5	4	5	2
20	56	5	3	5	3	8	5	5	2
19	79	8	5	2	3	7	2	4	3
20	48	9	3	3	5	4	4	4	3
4	5	9	1	5	5	5	4	6	3
18	77	4	2	2	3	6	4	3	2
20	46	9	5	3	4	5	5	5	3
15	22	9	3	5	4	5	4	3	1
18	67	9	2	2	5	6	3	7	2
18	4	5	3	3	3	6	4	5	3
19	66	5	3	3	4	8	4	5	2
2	34	7	4	2	4	4	5	9	1
11	44	8	3	4	1	6	4	3	3
5	69	3	2	2	2	5	2	5	1
17	20	7	4	2	4	8	2	5	3
1	92	10	3	3	1	4	2	9	3
11	45	4	5	4	4	6	3	7	5
20	13	5	2	3	4	4	2	7	3
20	34	8	3	4	2	9	3	6	2
8	66	9	4	3	3	9	3	3	2
2	33	7	2	2	2	4	3	10	4
17	6	10	3	2	2	7	4	6	5
13	50	5	5	1	2	3	3	4	2
12	93	4	3	4	3	3	4	7	3
8	40	4	5	4	4	7	4	2	3
16	98	7	2	3	5	4	4	3	3
8	63	9	3	2	4	6	3	4	4
16	22	8	5	4	4	5	5	6	1
6	88	6	5	4	5	4	4	5	3
10	74	8	4	2	2	10	2	7	2
1	86	6	3	4	3	6	5	5	3
12	52	9	2	2	5	9	2	6	2
13	79	4	3	4	1	4	1	3	4
4	46	9	4	3	3	1	2	4	4
11	14	3	2	3	2	4	4	3	3
11	27	9	4	5	4	9	3	7	3
1	5	6	2	5	2	8	4	8	3
13	89	6	4	4	2	2	3	2	1
1	28	7	4	2	4	4	1	6	3
12	8	5	5	4	5	2	4	7	2
13	70	3	1	1	1	10	5	10	4
14	31	3	4	2	4	9	3	8	4
19	75	4	3	3	2	8	4	8	4
17	76	8	4	3	3	8	3	4	3
4	55	4	4	2	4	9	2	8	4
13	82	5	3	3	2	3	4	10	2
7	72	7	5	3	4	6	3	4	2
11	52	8	3	3	4	6	4	9	3
7	100	7	4	1	3	6	5	3	5
3	68	7	4	2	4	4	4	6	4
11	29	7	3	3	4	6	4	7	4
1	33	6	3	3	2	6	3	10	3
12	94	5	2	2	3	2	3	6	4
8	71	5	3	3	2	6	2	7	3
14	25	2	4	5	2	5	3	9	3
12	55	6	2	4	2	2	4	4	1
7	1	8	4	2	4	9	3	5	2
15	5	3	5	3	3	5	1	1	3
9	74	5	3	2	2	10	1	5	3
3	43	4	4	5	3	10	1	3	4
14	17	2	1	2	4	9	3	3	3
10	39	6	4	3	3	6	2	8	4
5	9	6	1	2	4	5	2	7	1
4	1	4	3	4	2	3	2	9	4
20	88	8	3	4	5	5	4	8	2
18	28	8	3	2	3	7	2	9	3
11	71	7	3	4	3	6	3	9	3
3	50	10	2	5	2	9	4	9	4
10	13	6	4	3	4	3	1	5	1
12	61	5	4	4	3	5	2	7	3
6	79	5	5	3	3	10	2	3	3
5	51	3	3	2	4	5	4	8	4
2	28	9	3	1	5	3	2	6	2
12	86	7	2	2	3	7	2	5	4
11	62	7	2	5	2	8	5	8	3
19	84	6	2	2	2	8	3	7	3
13	47	8	2	5	2	3	2	2	3
7	4	6	4	3	4	5	4	9	4
7	5	5	4	2	3	7	2	2	5
13	96	9	4	1	1	5	5	3	4
6	12	3	5	3	2	6	4	8	2
12	13	7	4	4	4	2	1	3	1
18	75	5	5	2	3	9	3	5	3
15	75	9	2	4	2	6	4	6	4
7	33	5	5	3	5	9	4	3	2
2	11	7	1	4	3	3	3	5	1
13	88	5	3	3	3	10	4	4	3
9	90	4	1	4	3	6	5	5	4
11	79	5	4	3	2	9	2	3	3
15	45	3	3	4	3	10	5	3	3
15	33	3	3	4	5	7	3	2	1
10	68	7	3	5	2	8	2	8	2
12	28	3	4	4	2	9	4	4	4
5	82	8	2	3	4	10	2	6	3
1	3	10	4	3	4	9	5	4	5
3	10	8	2	1	1	10	3	5	2
1	16	7	4	4	2	8	5	9	3
17	2	4	4	3	5	7	3	7	3
7	41	8	5	3	5	4	4	4	4
18	37	7	4	3	3	4	2	7	2
15	74	6	3	1	2	8	1	3	2
16	16	4	4	4	4	5	2	3	1
2	48	10	4	1	3	9	4	2	3
14	84	5	1	1	1	6	3	5	4
4	34	6	4	3	3	3	4	8	1
6	54	8	5	2	2	4	4	9	4
7	83	9	3	1	4	7	2	3	3
6	81	3	3	2	4	6	4	8	3
15	93	5	2	5	4	4	4	6	2
9	12	2	5	3	3	10	3	6	2
6	28	3	4	4	3	5	4	7	4
6	89	7	5	5	4	7	3	3	3
2	93	8	4	1	2	8	2	3	3
16	19	5	2	3	3	2	4	7	4
2	89	6	2	2	3	9	3	8	4
18	49	4	5	3	4	10	5	8	2
2	7	7	2	5	4	4	3	7	2
14	83	6	2	1	3	6	3	2	3
18	95	3	3	1	4	5	3	6	3
13	91	10	2	2	2	9	2	8	4
15	44	7	1	4	1	10	3	1	5
16	97	5	4	5	5	9	5	4	2
6	5	3	4	4	4	9	2	3	4
9	85	2	2	5	5	9	2	5	3
17	56	6	2	4	3	7	5	4	2
3	82	9	3	3	2	9	3	4	4
6	56	9	2	4	3	6	3	3	2
7	94	10	2	1	2	3	4	8	3
5	50	9	1	4	4	10	3	7	3
16	12	3	5	3	3	7	4	7	1
13	71	9	1	5	2	2	2	8	4
8	75	8	4	4	1	10	4	9	4
12	92	4	5	5	3	9	4	3	1
4	74	6	3	2	3	3	4	8	4
11	51	8	5	3	3	7	3	8	3
4	61	5	3	3	4	5	3	5	3
17	51	4	4	3	4	7	3	10	4
3	67	10	3	2	2	9	2	8	2
3	79	9	3	1	3	9	4	7	3
13	76	4	2	4	3	3	2	3	3
12	89	6	5	4	4	3	3	1	2
7	39	5	3	1	3	6	3	6	5
19	58	5	5	3	4	9	2	8	5
10	31	8	4	3	5	8	3	6	4
10	46	8	3	3	5	7	4	6	1
8	26	5	3	2	2	5	2	10	2
13	36	9	2	2	5	6	2	3	4
7	81	6	4	1	5	4	4	9	3
20	31	9	3	3	4	6	4	4	2
5	77	4	1	2	4	3	4	4	1
11	69	8	3	4	4	8	4	8	4
17	83	8	3	2	4	9	3	4	5
18	36	4	4	5	2	9	3	7	2
3	62	7	2	3	3	6	2	4	3
17	77	5	3	4	3	5	3	5	2
8	58	10	5	3	4	8	1	6	5
17	75	6	3	3	3	10	4	7	3
15	11	6	5	2	3	10	1	5	5
17	69	4	4	3	2	8	4	6	3
9	69	9	5	4	4	9	4	10	4
5	19	10	4	1	5	8	1	8	2
18	90	9	3	3	4	7	3	9	3
12	24	3	2	2	3	9	1	1	4
1	27	6	3	3	1	8	1	3	4
14	76	3	3	5	4	5	3	2	4
16	96	7	5	2	2	5	5	3	5
18	16	8	4	4	5	8	4	6	3
1	100	6	2	4	3	9	2	9	4
11	100	9	3	2	3	8	4	3	5
20	1	5	4	3	3	7	5	9	3
10	2	4	4	2	4	10	4	8	4
17	65	9	3	3	3	7	3	7	4
11	32	7	4	2	3	6	3	7	2
6	26	3	3	2	3	6	2	8	3
13	69	9	4	5	5	6	4	9	3
10	76	8	3	4	4	5	2	4	4
7	46	6	3	1	5	7	4	9	2
5	73	4	4	1	4	7	3	6	3
5	36	3	3	4	1	5	5	6	1
16	5	3	4	4	4	5	2	3	4
14	60	4	2	4	3	3	4	5	3
1	21	7	3	4	4	3	2	5	4
6	13	8	4	3	4	5	1	5	2
13	40	2	3	3	4	3	4	2	2
3	32	4	4	4	2	5	2	7	3
2	35	7	5	2	4	9	4	5	1
15	35	5	1	4	2	3	1	4	5
6	64	3	3	4	5	8	3	5	4
6	68	3	3	5	2	4	1	8	4
19	72	9	4	4	4	8	3	5	3
3	95	4	4	1	1	3	2	5	3
9	51	9	3	3	3	10	2	6	3
7	20	7	3	1	2	5	1	3	5
19	18	3	3	4	2	8	2	9	5
7	32	4	2	1	4	8	4	6	2
7	25	5	3	4	2	6	2	9	4
9	18	9	2	5	2	10	1	7	5
18	87	8	4	2	3	8	2	5	2
2	25	7	1	1	5	7	4	4	3
9	7	2	5	2	3	9	4	2	4
17	44	8	2	3	2	6	4	4	2
10	100	6	4	3	3	5	5	4	4
1	77	4	2	3	4	4	5	2	2
18	62	7	2	3	3	9	4	5	2
8	65	7	3	3	1	7	4	4	3
6	3	5	3	2	3	9	2	10	4
2	95	3	2	1	2	2	2	5	2
2	52	3	4	4	3	3	4	4	5
17	36	4	4	4	2	8	3	5	2
8	88	8	4	4	3	5	4	4	4
3	100	6	3	5	2	10	2	7	4
17	34	10	2	3	3	8	3	5	2
7	95	4	4	5	5	6	5	8	4
17	12	5	4	4	2	7	5	10	3
11	74	6	5	2	2	7	3	7	3
17	99	8	5	4	4	5	3	6	3
5	72	10	1	3	3	8	4	8	5
14	64	2	4	5	3	4	5	4	4
11	65	5	4	3	1	7	3	5	3
5	11	7	1	5	4	4	4	7	1
11	33	3	4	5	4	8	5	4	2
8	52	6	2	3	3	6	2	8	3
20	50	8	2	2	4	6	4	7	5
12	58	6	4	4	4	7	1	4	3
3	92	10	3	2	0	5	2	10	2
4	22	3	2	3	3	5	1	8	4
15	76	4	2	4	5	4	2	1	3
14	66	6	2	4	3	5	4	3	1
9	29	6	2	3	4	4	2	6	4
5	24	9	4	5	4	4	4	5	2
3	89	7	3	2	2	8	3	7	4
9	28	3	4	4	2	9	5	5	4
7	59	10	5	4	2	7	2	3	2
4	80	2	4	3	3	6	2	4	3
18	98	3	4	5	5	6	2	6	4
17	28	7	5	3	3	6	3	9	3
10	33	6	5	4	5	8	4	5	1
8	43	6	3	3	2	8	4	9	5
5	31	9	2	5	2	3	4	4	1
17	17	5	2	4	4	6	4	5	4
11	92	5	4	4	3	6	4	5	2
17	79	9	4	2	3	9	3	4	2
1	47	6	5	2	2	10	5	8	3
1	41	9	3	4	1	9	3	8	3
9	35	5	2	5	2	4	1	6	3
19	98	3	3	3	5	6	3	3	5
8	86	8	2	3	2	8	2	6	4
19	19	9	3	2	3	4	3	9	4
18	99	9	3	3	4	4	4	8	3
6	84	6	2	2	2	9	2	6	3
11	83	7	4	2	4	9	3	3	4
5	98	3	4	4	3	9	1	5	2
3	71	4	3	2	2	7	5	6	3
1	8	8	3	2	2	7	1	3	5
15	21	7	4	3	2	8	5	4	3
3	34	9	2	2	4	6	5	8	2
3	83	7	4	4	1	9	5	7	4
12	16	3	3	3	4	5	2	2	1
20	92	8	3	4	3	7	3	7	3
5	96	3	2	4	5	6	2	6	1
3	73	5	3	1	2	6	4	8	5
1	73	5	4	2	3	7	4	10	4
19	23	6	4	5	3	4	5	4	3
15	88	6	3	3	4	8	3	2	4
7	12	5	5	2	3	10	4	6	2
11	59	7	4	4	2	9	2	4	2
4	44	5	4	3	3	2	1	6	1
5	56	5	4	2	2	5	3	5	1
9	48	3	1	3	4	3	2	9	5
6	37	3	2	5	3	6	4	4	3
20	4	4	3	5	3	6	5	6	2
10	35	9	2	4	2	4	2	9	4
8	76	6	4	4	4	8	2	2	5
8	62	10	3	5	2	8	4	10	3
1	64	6	2	3	2	10	3	8	3
8	94	8	2	3	2	5	3	8	3
1	1	7	4	4	1	4	3	7	3
11	6	6	4	2	3	7	5	8	4
16	90	6	1	4	3	4	5	6	5
18	12	6	2	4	2	8	4	8	3
15	40	3	3	3	4	4	3	1	2
17	94	10	2	3	4	5	5	8	2
11	95	7	4	3	5	4	4	9	4
4	45	9	3	3	2	2	1	8	2
7	60	9	2	5	3	4	5	5	3
14	12	2	4	3	4	9	5	6	1
9	72	4	5	5	4	6	2	3	2
9	19	4	2	3	2	3	4	6	4
3	29	7	3	4	2	8	4	7	3
16	76	5	3	4	5	4	2	3	4
4	17	8	4	4	3	2	3	8	3
5	74	7	2	4	4	4	5	9	3
1	89	7	3	3	2	9	3	8	4
3	9	8	2	2	4	6	2	8	3
4	86	4	4	3	4	3	4	7	2
1	58	7	4	2	1	5	3	6	4
6	46	4	3	3	4	4	3	7	2
13	55	7	1	4	1	2	4	5	1
3	78	6	3	4	2	3	2	8	3
5	34	8	5	2	4	5	5	6	1
13	44	7	1	4	1	8	4	3	4
10	7	5	4	3	3	8	5	3	4
16	63	9	3	2	4	9	3	5	3
13	4	9	3	3	4	3	3	10	4
10	9	7	3	4	2	10	5	4	4
9	49	9	3	5	3	8	2	3	3
15	66	8	2	5	4	5	2	2	1
3	19	9	3	1	3	6	1	6	3
10	24	8	3	3	3	10	2	3	5
14	35	4	2	4	1	3	2	6	4
10	93	9	4	3	3	4	5	8	3
10	91	4	3	3	3	7	2	9	4
11	60	5	3	3	3	5	5	6	4
14	6	5	2	1	4	4	4	9	3
10	58	7	5	3	4	9	1	8	3
2	39	8	3	5	1	6	5	6	3
1	22	5	3	3	1	8	2	6	3
12	59	5	5	5	3	5	1	2	1
12	80	9	2	2	2	4	3	8	3
18	64	6	1	2	5	6	4	9	3
11	20	8	5	2	2	8	2	4	5
8	15	6	3	2	3	4	1	7	5
1	11	9	2	4	2	4	3	5	2
1	14	6	3	5	4	3	4	8	2
4	51	2	3	3	5	3	3	6	5
9	25	2	4	4	2	6	1	8	4
14	94	5	1	2	2	3	4	8	4
8	84	9	2	2	1	9	2	5	3
19	50	8	3	3	3	6	4	5	4
9	21	6	5	4	2	7	5	6	4
20	77	3	2	5	3	6	3	4	2
9	43	10	2	2	3	6	5	9	4
5	67	9	1	2	3	10	2	6	1
19	65	8	3	3	2	6	3	6	3
18	41	10	3	3	4	5	4	9	3
8	30	6	5	2	4	10	4	6	2
1	12	6	3	5	1	5	3	5	3
17	88	10	4	5	4	5	4	6	3
1	57	7	3	4	1	6	1	8	3
15	6	6	2	1	3	4	3	7	2
4	14	9	4	4	4	1	3	6	1
7	49	6	3	3	3	8	3	4	3
16	82	6	5	4	3	3	4	10	2
4	27	4	2	4	2	5	1	4	5
14	57	6	1	4	4	8	3	4	1
20	78	5	3	3	4	5	3	9	4
15	13	8	4	4	5	2	1	2	1
14	8	5	4	4	3	3	3	9	2
9	67	4	5	5	4	5	4	3	3
9	76	3	3	4	5	5	2	2	5
11	21	7	3	4	2	4	3	8	4
7	37	5	2	3	2	3	4	3	3
8	16	5	4	4	3	9	2	2	2
19	4	4	5	4	4	6	5	8	3
3	85	6	3	2	1	5	4	7	3
20	54	3	3	2	2	5	3	6	5
13	38	10	2	1	2	10	3	9	4
8	29	10	3	3	3	6	3	6	4
12	39	2	3	2	3	5	2	4	3
18	86	5	4	5	3	9	3	7	3
10	96	4	4	2	3	7	5	4	4
20	32	3	4	2	5	7	3	9	4
16	13	9	4	3	4	2	1	4	1
14	41	4	4	3	4	4	5	4	4
12	84	5	2	1	2	5	2	3	4
7	96	5	5	1	2	8	4	3	3
12	48	3	1	4	4	2	3	9	3
13	12	2	4	2	5	7	3	7	1
12	60	4	2	4	4	3	4	4	2
4	90	7	4	5	4	6	1	9	2
2	98	3	5	4	3	8	2	7	3
2	64	7	1	2	3	8	3	9	2
10	30	4	4	2	3	7	4	8	2
6	52	9	2	3	5	5	3	9	3
19	25	8	3	3	3	7	3	8	5
5	83	6	3	4	3	7	5	6	3
4	97	8	2	4	3	1	1	8	4
13	54	9	3	1	1	9	5	10	2
7	24	6	2	1	3	9	2	2	4
17	54	4	5	3	3	4	3	7	5
1	61	8	4	2	3	8	4	4	4
6	17	2	2	3	4	5	2	4	5
1	20	7	4	3	3	9	3	10	3
16	73	9	2	3	3	2	3	3	3
19	27	4	5	4	3	8	3	6	3
13	26	3	5	1	1	2	2	9	1
6	42	7	3	5	2	5	2	5	3
5	68	8	3	3	3	3	4	8	3
12	50	4	3	2	3	4	3	2	2
3	59	8	3	2	3	9	4	8	3
16	3	6	4	2	2	4	2	10	2
20	40	7	4	4	3	7	4	5	5
3	35	9	3	2	4	7	4	6	2
11	2	8	3	2	3	7	4	9	4
5	46	9	3	5	3	3	3	4	5
7	43	5	2	1	2	6	4	8	5
10	26	7	3	2	3	3	2	7	2
14	39	2	3	2	4	5	3	6	4
4	81	10	1	3	3	9	2	4	5
5	23	7	3	3	5	7	2	6	2
18	76	9	4	2	4	7	4	6	3
16	48	4	1	3	4	2	3	7	3
3	90	10	2	3	3	10	2	8	3
7	16	6	3	2	4	6	2	3	2
8	12	4	4	4	4	7	3	6	2
18	58	7	3	2	4	9	2	8	4
2	76	10	4	2	2	7	5	8	2
8	17	4	2	3	3	6	2	3	4
3	42	7	5	2	4	4	4	10	3
9	86	8	1	3	2	9	1	6	4
9	99	4	4	5	5	3	2	3	4
6	9	7	3	5	2	6	5	4	3
19	36	3	4	4	3	9	2	5	3
1	60	10	3	2	3	8	2	7	5
15	4	10	3	4	4	4	3	6	4
12	85	2	2	4	4	9	2	4	1
9	79	4	4	3	2	6	1	2	3
12	18	9	2	4	2	8	1	6	3
5	64	7	1	2	3	10	3	8	2
6	45	3	4	4	3	5	4	7	4
15	83	7	2	1	4	5	1	1	2
15	1	8	3	2	3	9	2	3	1
5	22	4	2	2	2	7	2	9	5
15	99	4	3	4	5	2	1	2	4
2	68	9	4	2	4	2	4	6	4
15	57	7	1	3	3	7	5	2	1
5	35	8	4	2	3	9	5	8	1
1	99	8	3	3	2	7	5	9	3
7	69	5	5	4	4	9	5	9	4
7	87	6	2	4	2	7	4	10	4
3	72	9	3	2	2	9	4	10	3
5	54	3	2	5	4	3	1	5	3
10	19	9	2	3	3	3	3	8	5
4	53	4	1	2	2	5	3	9	4
4	30	3	3	3	2	4	2	7	4
8	36	6	4	3	4	8	2	3	3
9	32	8	2	2	4	8	5	5	2
13	72	4	4	3	2	4	2	4	1
15	73	10	1	4	3	2	2	1	2
9	84	6	2	2	1	7	2	4	3
20	52	4	3	3	4	7	4	7	4
2	58	6	3	1	2	4	3	6	3
9	38	10	2	2	4	7	3	9	3
11	98	8	3	3	4	7	3	3	4
9	30	10	3	2	3	8	3	5	2
20	80	3	4	2	2	6	4	5	4
15	17	2	1	2	5	10	2	2	3
3	8	8	3	1	1	6	1	4	4
19	43	3	3	3	3	7	3	6	4
9	58	6	4	4	5	9	1	5	5
20	18	3	4	5	2	8	3	7	4
16	70	4	2	2	2	9	5	9	5
11	38	9	4	2	3	5	5	8	3
1	93	10	5	2	1	9	2	3	4
19	13	5	3	3	4	4	2	5	2
19	10	7	3	2	4	7	4	9	2
11	68	3	4	5	1	5	2	8	3
18	2	3	2	4	4	8	3	5	3
2	4	4	2	2	2	8	3	4	2
15	24	3	2	2	3	9	1	1	4
5	37	7	4	3	4	7	1	6	1
15	47	9	2	5	4	4	2	1	3
13	31	3	4	2	3	9	2	7	5
7	80	4	2	1	1	5	3	9	4
8	49	7	4	5	2	9	3	4	3
3	23	8	5	3	3	6	3	7	3
6	51	8	3	3	4	6	2	8	3
17	24	7	3	3	5	6	2	4	3
15	9	7	5	4	2	8	4	2	5
13	86	8	1	2	1	6	2	7	3
1	43	5	4	4	3	9	2	2	3
20	81	8	2	2	4	5	4	5	4
12	12	2	5	3	3	8	3	5	1
14	26	2	4	1	2	3	3	9	2
20	2	3	3	2	4	8	3	6	3
2	1	5	3	4	1	3	4	8	4
13	15	10	5	1	3	2	1	7	3
15	92	5	3	5	3	9	4	2	1
8	78	9	4	3	2	4	5	5	2
14	68	2	2	4	1	8	2	6	2
20	68	8	4	5	2	6	2	8	5
1	4	5	3	3	1	10	3	3	3
8	51	5	4	3	2	8	2	7	3
7	44	8	2	4	1	8	5	2	3
5	21	6	1	3	4	3	1	8	3
6	78	8	5	3	4	4	5	6	3
16	4	9	5	5	4	3	3	10	5
11	10	6	3	3	4	8	4	9	3
14	40	2	4	3	5	5	4	2	2
17	70	7	2	2	3	5	3	7	3
19	61	6	4	3	3	8	3	8	5
19	5	8	3	4	4	8	2	4	4
4	12	9	2	4	2	3	2	7	4
20	24	9	4	2	4	7	2	5	3
2	27	5	2	2	2	6	2	3	5
13	63	7	5	1	4	8	3	5	2
10	98	4	2	3	5	5	4	3	3
7	85	5	2	3	5	9	3	6	2
6	38	9	3	2	4	4	3	8	3
12	23	5	3	3	3	2	4	1	4
12	3	4	3	2	2	4	2	6	2
18	85	6	4	3	4	7	4	8	4
9	27	8	4	5	4	6	5	10	3
17	85	5	2	4	3	6	4	9	3
2	80	3	5	4	4	8	4	3	3
9	95	9	4	3	5	6	4	7	4
3	31	8	3	4	1	4	4	3	2
18	35	9	4	3	2	5	3	7	2
